band_scheme,condition,hidden_size,unit,final,previous,late_growth,band_index,band,trajectory
quartile,pure_rl,64,seed999_r4,7.022242000000001,7.1144205,-0.09217849999999839,0,Q1  ≤ 7.16,plateaued
quartile,pure_rl,64,seed42_r3,7.038631499999999,7.0054300000000005,0.033201499999998774,0,Q1  ≤ 7.16,plateaued
quartile,pure_rl,64,seed999_r3,7.0838445000000005,7.1393645,-0.05551999999999957,0,Q1  ≤ 7.16,plateaued
quartile,pure_rl,64,seed1_r4,7.0961549999999995,7.113167499999999,-0.017012499999999875,0,Q1  ≤ 7.16,plateaued
quartile,pure_rl,64,seed42_r2,7.1104970000000005,7.000782500000001,0.10971449999999994,0,Q1  ≤ 7.16,plateaued
quartile,pure_rl,64,seed999_r1,7.1173685,6.9465835,0.1707850000000004,0,Q1  ≤ 7.16,still climbing
quartile,pure_rl,64,seed1_r2,7.123578999999999,7.1771164999999995,-0.053537500000000016,0,Q1  ≤ 7.16,plateaued
quartile,pure_rl,64,seed42_r1,7.1298415,7.0766385000000005,0.05320299999999989,0,Q1  ≤ 7.16,plateaued
quartile,pure_rl,64,seed1_r3,7.146990499999999,7.1465055,0.0004849999999994026,0,Q1  ≤ 7.16,plateaued
quartile,pure_rl,64,seed999_r2,7.1510815,7.126602,0.024479499999999987,0,Q1  ≤ 7.16,plateaued
quartile,pure_rl,64,seed1_r1,7.1772845,7.070653999999999,0.10663050000000052,1,Q2  7.16–7.46,plateaued
quartile,pure_rl,64,seed1_r5,7.2040285,6.98269,0.22133849999999988,1,Q2  7.16–7.46,still climbing
quartile,pure_rl,128,seed42_r4,6.925767,7.086875,-0.16110800000000047,0,Q1  ≤ 7.16,plateaued
quartile,pure_rl,128,seed999_r3,6.929322,7.0028345000000005,-0.07351250000000054,0,Q1  ≤ 7.16,plateaued
quartile,pure_rl,128,seed999_r1,6.943567000000001,7.0877775,-0.1442104999999989,0,Q1  ≤ 7.16,plateaued
quartile,pure_rl,128,seed42_r1,6.971616,7.043335999999999,-0.07171999999999912,0,Q1  ≤ 7.16,plateaued
quartile,pure_rl,128,seed1_r1,6.982914500000001,6.9857499999999995,-0.0028354999999988806,0,Q1  ≤ 7.16,plateaued
quartile,pure_rl,128,seed999_r4,7.0245395,7.014702,0.00983750000000061,0,Q1  ≤ 7.16,plateaued
quartile,pure_rl,128,seed1_r4,7.040904499999999,7.065517500000001,-0.024613000000002216,0,Q1  ≤ 7.16,plateaued
quartile,pure_rl,128,seed42_r2,7.0603204999999996,7.037857,0.022463499999999748,0,Q1  ≤ 7.16,plateaued
quartile,pure_rl,128,seed999_r5,7.073588,6.9772285,0.09635950000000015,0,Q1  ≤ 7.16,plateaued
quartile,pure_rl,128,seed1_r2,7.085101999999999,6.734611500000001,0.3504904999999985,0,Q1  ≤ 7.16,still climbing
quartile,pure_rl,128,seed999_r2,7.087078,7.029086500000001,0.057991499999999085,0,Q1  ≤ 7.16,plateaued
quartile,pure_rl,128,seed1_r5,7.096432999999999,7.140719000000001,-0.04428600000000138,0,Q1  ≤ 7.16,plateaued
quartile,pure_rl,128,seed1_r3,7.129069500000001,7.0310334999999995,0.09803600000000134,0,Q1  ≤ 7.16,plateaued
quartile,pure_rl,128,seed42_r3,7.18217,6.9140715,0.2680984999999998,1,Q2  7.16–7.46,still climbing
quartile,pure_rl,128,seed42_r5,7.221362500000001,7.124969000000001,0.09639349999999958,1,Q2  7.16–7.46,plateaued
